transcript_name,gene_name,cell_type,isoform_role,usage_direction,tx_role_mane
PRORP-203,PRORP,OPC,Dominant,CT_enriched,Canonical
PRUNE2-203,PRUNE2,OPC,Dominant,CT_enriched,Canonical
PRUNE2-213,PRUNE2,OPC,Minor,AD_enriched,Alternate
PTGES2-213,PTGES2,OPC,Dominant,CT_enriched,Alternate
transcript181955.chr1.nic,PTGFRN,OPC,Minor,CT_enriched,Alternate
PXK-211,PXK,OPC,Minor,AD_enriched,Alternate
PXK-202,PXK,OPC,Dominant,CT_enriched,Canonical
R3HDM1-202,R3HDM1,OPC,Minor,AD_enriched,Alternate
RBMX-212,RBMX,OPC,Minor,CT_enriched,Alternate
RBMX-207,RBMX,OPC,Dominant,AD_enriched,Alternate
RGS12-201,RGS12,OPC,Dominant,CT_enriched,Canonical
RIMS2-215,RIMS2,OPC,Minor,AD_enriched,Alternate
RIPK1-214,RIPK1,OPC,Minor,AD_enriched,Alternate
RIPK2-DT-212,RIPK2-DT,OPC,Minor,AD_enriched,no_MANE_coverage
RIPK2-DT-210,RIPK2-DT,OPC,Dominant,CT_enriched,no_MANE_coverage
RNH1-202,RNH1,OPC,Dominant,CT_enriched,Alternate
RNPS1-221,RNPS1,OPC,Minor,CT_enriched,Alternate
RORA-204,RORA,OPC,Minor,AD_enriched,Alternate
transcript222695.chr9.nic,RPL7A,OPC,Dominant,CT_enriched,Alternate
transcript43910.chr14.nnic,RTRAF,OPC,Minor,AD_enriched,Alternate
SAMHD1-225,SAMHD1,OPC,Minor,AD_enriched,Alternate
SCFD1-203,SCFD1,OPC,Dominant,CT_enriched,Canonical
transcript164634.chr5.nnic,SEPTIN8,OPC,Minor,AD_enriched,Alternate
SEPTIN8-207,SEPTIN8,OPC,Dominant,CT_enriched,Canonical
SERBP1-203,SERBP1,OPC,Minor,AD_enriched,Alternate
SERBP1-204,SERBP1,OPC,Dominant,CT_enriched,Alternate
SFSWAP-209,SFSWAP,OPC,Dominant,CT_enriched,Alternate
SGMS1-202,SGMS1,OPC,Dominant,CT_enriched,Canonical
transcript102277.chr10.nic,SGMS1,OPC,Minor,AD_enriched,Alternate
transcript159022.chr10.nic,SHLD2,OPC,Minor,AD_enriched,Alternate
SHLD2-201,SHLD2,OPC,Dominant,CT_enriched,Alternate
SHPRH-204,SHPRH,OPC,Minor,CT_enriched,Alternate
SLAIN2-201,SLAIN2,OPC,Dominant,CT_enriched,Canonical
SLC25A3-204,SLC25A3,OPC,Dominant,CT_enriched,Alternate
SLC25A36-201,SLC25A36,OPC,Dominant,CT_enriched,Canonical
SLC25A36-208,SLC25A36,OPC,Minor,AD_enriched,Alternate
SLC44A2-203,SLC44A2,OPC,Dominant,CT_enriched,Alternate
SLC44A2-201,SLC44A2,OPC,Minor,AD_enriched,Canonical
transcript50057.chr2.nnic,SLC8A1,OPC,Minor,AD_enriched,Alternate
SMAD1-201,SMAD1,OPC,Dominant,CT_enriched,Canonical
transcript49719.chr18.nic,SMAD2,OPC,Minor,AD_enriched,Alternate
SMARCA4-235,SMARCA4,OPC,Dominant,CT_enriched,Alternate
SNRPN-202,SNRPN,OPC,Dominant,CT_enriched,Canonical
SNRPN-208,SNRPN,OPC,Minor,AD_enriched,Alternate
SNX22-204,SNX22,OPC,Minor,AD_enriched,Alternate
SOD2-206,SOD2,OPC,Minor,AD_enriched,Alternate
SOD2-210,SOD2,OPC,Dominant,CT_enriched,Canonical
SPAG9-201,SPAG9,OPC,Minor,CT_enriched,Canonical
SPART-209,SPART,OPC,Minor,AD_enriched,Alternate
SPPL2B-212,SPPL2B,OPC,Minor,AD_enriched,Alternate
SPSB3-208,SPSB3,OPC,Minor,AD_enriched,Canonical
SPSB3-209,SPSB3,OPC,Dominant,CT_enriched,Alternate
STARD7-204,STARD7,OPC,Minor,AD_enriched,Alternate
transcript347372.chr2.nic,STAT1,OPC,Minor,CT_enriched,Alternate
STAU2-229,STAU2,OPC,Minor,CT_enriched,Canonical
STAU2-201,STAU2,OPC,Dominant,AD_enriched,Alternate
transcript47762.chr3.nic,STT3B,OPC,Minor,CT_enriched,Alternate
SUGP2-215,SUGP2,OPC,Minor,AD_enriched,Alternate
SUPT16H-201,SUPT16H,OPC,Dominant,CT_enriched,Canonical
SUPT16H-207,SUPT16H,OPC,Minor,AD_enriched,Alternate
SUPT20H-222,SUPT20H,OPC,Minor,AD_enriched,Alternate
SYT14-208,SYT14,OPC,Minor,AD_enriched,Alternate
TARS2-213,TARS2,OPC,Minor,AD_enriched,Alternate
TBL1XR1-214,TBL1XR1,OPC,Minor,AD_enriched,Canonical
TBL3-206,TBL3,OPC,Minor,CT_enriched,Alternate
TBL3-205,TBL3,OPC,Dominant,AD_enriched,Canonical
TGS1-203,TGS1,OPC,Minor,AD_enriched,Alternate
TGS1-201,TGS1,OPC,Dominant,CT_enriched,Canonical
transcript43436.chr3.nic,THRB,OPC,Minor,AD_enriched,Alternate
TIAM1-208,TIAM1,OPC,Minor,AD_enriched,Alternate
TIAM1-207,TIAM1,OPC,Dominant,CT_enriched,Alternate
TM9SF2-207,TM9SF2,OPC,Minor,AD_enriched,Alternate
TM9SF2-201,TM9SF2,OPC,Dominant,CT_enriched,Canonical
transcript8744.chr4.nnic,TMEM129,OPC,Minor,CT_enriched,Alternate
TMEM130-203,TMEM130,OPC,Minor,AD_enriched,Alternate
TMEM94-216,TMEM94,OPC,Dominant,CT_enriched,Alternate
TMUB2-202,TMUB2,OPC,Minor,AD_enriched,Alternate
TMUB2-201,TMUB2,OPC,Dominant,CT_enriched,Alternate
transcript58754.chr20.nic,TOMM34,OPC,Dominant,CT_enriched,Alternate
transcript103408.chr11.nic,TPCN2,OPC,Minor,AD_enriched,Alternate
TPCN2-201,TPCN2,OPC,Dominant,CT_enriched,Canonical
TSC2-225,TSC2,OPC,Minor,CT_enriched,Alternate
TTC17-208,TTC17,OPC,Minor,AD_enriched,Alternate
TTC21B-220,TTC21B,OPC,Minor,AD_enriched,Alternate
transcript149302.chr4.nic,UBE2D3,OPC,Minor,AD_enriched,Alternate
UGP2-202,UGP2,OPC,Dominant,CT_enriched,Alternate
UGP2-211,UGP2,OPC,Minor,AD_enriched,Alternate
UTY-205,UTY,OPC,Dominant,CT_enriched,Alternate
VEZT-213,VEZT,OPC,Minor,AD_enriched,Alternate
VLDLR-224,VLDLR,OPC,Dominant,CT_enriched,Alternate
VPS45-227,VPS45,OPC,Minor,AD_enriched,Alternate
WAC-203,WAC,OPC,Minor,AD_enriched,Canonical
WARS1-202,WARS1,OPC,Dominant,CT_enriched,Alternate
WARS1-204,WARS1,OPC,Minor,AD_enriched,Canonical
WDFY3-212,WDFY3,OPC,Minor,CT_enriched,Alternate
XPO1-255,XPO1,OPC,Minor,AD_enriched,Alternate
YARS1-203,YARS1,OPC,Minor,AD_enriched,Alternate
YTHDC2-202,YTHDC2,OPC,Minor,AD_enriched,Alternate
YTHDC2-201,YTHDC2,OPC,Dominant,CT_enriched,Canonical
ZC3H13-206,ZC3H13,OPC,Dominant,CT_enriched,Canonical
transcript205194.chr7.nic,ZC3HAV1,OPC,Minor,AD_enriched,Alternate
ZDHHC14-209,ZDHHC14,OPC,Dominant,CT_enriched,Alternate
ZEB1-204,ZEB1,OPC,Dominant,CT_enriched,Alternate
transcript52114.chr6.nic,ZFAND3,OPC,Minor,AD_enriched,Alternate
ZFHX4-204,ZFHX4,OPC,Minor,AD_enriched,Alternate
ZGRF1-205,ZGRF1,OPC,Minor,CT_enriched,Alternate
ZGRF1-201,ZGRF1,OPC,Dominant,AD_enriched,Alternate
ZHX1-201,ZHX1,OPC,Dominant,CT_enriched,Alternate
ZHX1-202,ZHX1,OPC,Minor,AD_enriched,Canonical
ZNF160-213,ZNF160,OPC,Minor,AD_enriched,Alternate
ZNF160-202,ZNF160,OPC,Dominant,CT_enriched,Alternate
ZNF207-201,ZNF207,OPC,Dominant,CT_enriched,Alternate
ZNF23-206,ZNF23,OPC,Minor,AD_enriched,Alternate
ZNF512-201,ZNF512,OPC,Dominant,CT_enriched,Canonical
ZNF558-201,ZNF558,OPC,Minor,AD_enriched,Alternate
ZNF568-204,ZNF568,OPC,Dominant,CT_enriched,Alternate
ZNF577-214,ZNF577,OPC,Minor,CT_enriched,Alternate
ZNF585A-202,ZNF585A,OPC,Minor,AD_enriched,Alternate
ZNF585A-201,ZNF585A,OPC,Dominant,CT_enriched,Canonical
ZNF675-206,ZNF675,OPC,Dominant,CT_enriched,Alternate
ZNF675-201,ZNF675,OPC,Minor,AD_enriched,Canonical
ZNF765-201,ZNF765,OPC,Minor,AD_enriched,Canonical
ZRANB2-201,ZRANB2,OPC,Minor,AD_enriched,Alternate
ZSCAN12-202,ZSCAN12,OPC,Minor,AD_enriched,Alternate
ZSCAN18-217,ZSCAN18,OPC,Dominant,CT_enriched,Canonical
ACTG1-206,ACTG1,Vascular_cell,Dominant,CT_enriched,Alternate
transcript194351.chr12.nnic,ADGRD1,Vascular_cell,Minor,CT_enriched,Alternate
AP2M1-202,AP2M1,Vascular_cell,Minor,AD_enriched,Alternate
AP2M1-208,AP2M1,Vascular_cell,Dominant,CT_enriched,Alternate
CALD1-220,CALD1,Vascular_cell,Dominant,CT_enriched,Alternate
CCDC186-207,CCDC186,Vascular_cell,Minor,AD_enriched,Alternate
CCDC186-203,CCDC186,Vascular_cell,Dominant,CT_enriched,Canonical
CCSER2-203,CCSER2,Vascular_cell,Dominant,AD_enriched,Canonical
CPT1A-201,CPT1A,Vascular_cell,Minor,AD_enriched,Canonical
CPT1A-202,CPT1A,Vascular_cell,Dominant,CT_enriched,Alternate
CTNNB1-201,CTNNB1,Vascular_cell,Dominant,CT_enriched,Canonical
transcript45371.chr2.nnic,CYP1B1,Vascular_cell,Minor,AD_enriched,Alternate
DIDO1-202,DIDO1,Vascular_cell,Minor,AD_enriched,Alternate
DLC1-201,DLC1,Vascular_cell,Minor,CT_enriched,Canonical
DLC1-203,DLC1,Vascular_cell,Minor,AD_enriched,Alternate
DST-223,DST,Vascular_cell,Minor,AD_enriched,Alternate
transcript53453.chr16.nnic,ENSG00000291073,Vascular_cell,Minor,AD_enriched,no_MANE_coverage
EPAS1-201,EPAS1,Vascular_cell,Dominant,AD_enriched,Canonical
transcript56778.chr2.nnic,EPAS1,Vascular_cell,Minor,CT_enriched,Alternate
FLT1-204,FLT1,Vascular_cell,Minor,CT_enriched,Alternate
GCC2-223,GCC2,Vascular_cell,Dominant,CT_enriched,Alternate
GCC2-218,GCC2,Vascular_cell,Minor,AD_enriched,Alternate
GOLGB1-208,GOLGB1,Vascular_cell,Dominant,CT_enriched,Alternate
HNRNPA3-205,HNRNPA3,Vascular_cell,Minor,AD_enriched,Alternate
HNRNPU-209,HNRNPU,Vascular_cell,Minor,CT_enriched,Alternate
HSPD1-202,HSPD1,Vascular_cell,Dominant,CT_enriched,Canonical
LAMA2-209,LAMA2,Vascular_cell,Minor,AD_enriched,Alternate
MAOA-206,MAOA,Vascular_cell,Minor,AD_enriched,Alternate
MAOA-203,MAOA,Vascular_cell,Dominant,CT_enriched,Alternate
NAMPT-203,NAMPT,Vascular_cell,Minor,CT_enriched,Alternate
NFKBIA-217,NFKBIA,Vascular_cell,Minor,CT_enriched,Alternate
NKTR-205,NKTR,Vascular_cell,Minor,CT_enriched,Alternate
PHLDB2-204,PHLDB2,Vascular_cell,Dominant,CT_enriched,Canonical
PPP1R12A-203,PPP1R12A,Vascular_cell,Minor,AD_enriched,Canonical
PPP1R12A-213,PPP1R12A,Vascular_cell,Dominant,CT_enriched,Alternate
PRKAR1A-216,PRKAR1A,Vascular_cell,Dominant,CT_enriched,Canonical
RNF144B-201,RNF144B,Vascular_cell,Minor,AD_enriched,Canonical
RNF213-210,RNF213,Vascular_cell,Dominant,CT_enriched,Alternate
RTN3-208,RTN3,Vascular_cell,Dominant,CT_enriched,Alternate
SF3B1-208,SF3B1,Vascular_cell,Dominant,CT_enriched,Alternate
SLC6A1-201,SLC6A1,Vascular_cell,Dominant,CT_enriched,Canonical
SLCO4A1-208,SLCO4A1,Vascular_cell,Dominant,CT_enriched,Alternate
transcript75716.chr20.nic,SLCO4A1,Vascular_cell,Minor,AD_enriched,Alternate
SOD2-206,SOD2,Vascular_cell,Minor,AD_enriched,Alternate
SOD2-210,SOD2,Vascular_cell,Dominant,CT_enriched,Canonical
SRRM1-223,SRRM1,Vascular_cell,Minor,CT_enriched,Alternate
SYNE1-211,SYNE1,Vascular_cell,Dominant,CT_enriched,Alternate
SYNE1-206,SYNE1,Vascular_cell,Minor,AD_enriched,Canonical
TGM2-201,TGM2,Vascular_cell,Dominant,CT_enriched,Canonical
TTC3-209,TTC3,Vascular_cell,Minor,CT_enriched,Alternate
transcript12043.chr12.nic,VWF,Vascular_cell,Minor,CT_enriched,Alternate
VWF-201,VWF,Vascular_cell,Dominant,AD_enriched,Canonical
WDFY3-203,WDFY3,Vascular_cell,Minor,AD_enriched,Alternate
ZNF462-201,ZNF462,Vascular_cell,Dominant,CT_enriched,Canonical
ZNF462-204,ZNF462,Vascular_cell,Minor,AD_enriched,Alternate
ZZEF1-201,ZZEF1,Vascular_cell,Minor,AD_enriched,Canonical
